taxonomy_id,name,parent_id,parent_name
TD-1600.3100-850,Victim's Rights Groups,TD-1600.3100,Human Rights Groups
TD-1600.3100-950,Women's Advocacy Groups,TD-1600.3100,Human Rights Groups
TD-1600.3200,Hunger/Poverty Action Groups,TD-1600,Community Action/Social Advocacy Groups
TD-1600.3450,Interfaith Groups,TD-1600,Community Action/Social Advocacy Groups
TD-1600.5000,Media Interest Groups,TD-1600,Community Action/Social Advocacy Groups
TD-1600.6000,Neighborhood Improvement Groups,TD-1600,Community Action/Social Advocacy Groups
TD-1600.6550,Police/Community Relations Groups,TD-1600,Community Action/Social Advocacy Groups
TD-1600.6600,Political Action/Lobbying Groups,TD-1600,Community Action/Social Advocacy Groups
TD-1600.6700,Privacy Rights Groups,TD-1600,Community Action/Social Advocacy Groups
TD-1600.8500,Transportation Advocacy Groups,TD-1600,Community Action/Social Advocacy Groups
TD-3500,,TD,Community Groups and Government/Administrative Offices
TD-3500.2000,,TD-3500,
TD-3500.3300,,TD-3500,
TD-3500.5200,,TD-3500,
TD-6500,Planning/Coordinating/Advisory Groups,TD,Community Groups and Government/Administrative Offices
TD-6600,Public Officials Offices,TD,Community Groups and Government/Administrative Offices
TD-6600.2200,Federal Officials Offices,TD-6600,Public Officials Offices
TD-6600.2200-140,,TD-6600.2200,Federal Officials Offices
TD-6600.2200-250,,TD-6600.2200,Federal Officials Offices
TD-6600.2200-500,,TD-6600.2200,Federal Officials Offices
TD-6600.2200-600,,TD-6600.2200,Federal Officials Offices
TD-6600.2200-650,Office of the President of the United States,TD-6600.2200,Federal Officials Offices
TD-6600.2200-900,United States House of Representatives Offices,TD-6600.2200,Federal Officials Offices
TD-6600.2200-950,United States Senate Offices,TD-6600.2200,Federal Officials Offices
TD-6600.4500,Local Officials Offices,TD-6600,Public Officials Offices
TD-6600.4500-020,City/Town Auditor Offices,TD-6600.4500,Local Officials Offices
TD-6600.4500-040,City/Town Clerk Offices,TD-6600.4500,Local Officials Offices
TD-6600.4500-060,City/Town Council Offices,TD-6600.4500,Local Officials Offices
TD-6600.4500-080,City/Town Finance Offices,TD-6600.4500,Local Officials Offices
TD-6600.4500-120,City/Town Managers Offices,TD-6600.4500,Local Officials Offices
TD-6600.4500-140,County Auditor Offices,TD-6600.4500,Local Officials Offices
TD-6600.4500-150,County Board of Supervisors Offices,TD-6600.4500,Local Officials Offices
TD-6600.4500-160,County Clerk of the Courts Offices,TD-6600.4500,Local Officials Offices
TD-6600.4500-200,County Controller Offices,TD-6600.4500,Local Officials Offices
TD-6600.4500-240,County Elections Director Offices,TD-6600.4500,Local Officials Offices
TD-6600.4500-260,County Executive Offices,TD-6600.4500,Local Officials Offices
TD-6600.4500-300,County Recorder Offices,TD-6600.4500,Local Officials Offices
TD-6600.4500-360,County Treasurer Offices,TD-6600.4500,Local Officials Offices
TD-6600.4500-400,,TD-6600.4500,Local Officials Offices
TD-6600.4500-500,Mayors Offices,TD-6600.4500,Local Officials Offices
TD-6600.4500-850,Town Criers,TD-6600.4500,Local Officials Offices
TD-6600.4500-865,Tribal Council Offices,TD-6600.4500,Local Officials Offices
TD-6600.6500,,TD-6600,Public Officials Offices
TD-6600.6500-450,,TD-6600.6500,
TD-6600.6500-500,,TD-6600.6500,
TD-6600.6500-650,,TD-6600.6500,
TD-6600.6500-670,,TD-6600.6500,
TD-6600.6500-700,,TD-6600.6500,
TD-6600.8000,State Officials Offices,TD-6600,Public Officials Offices
TD-6600.8000-300,Governor Offices,TD-6600.8000,State Officials Offices
TD-6600.8000-450,Lieutenant Governor Offices,TD-6600.8000,State Officials Offices
TD-6600.8000-700,State Auditor Offices,TD-6600.8000,State Officials Offices
TD-6600.8000-740,State Comptroller Offices,TD-6600.8000,State Officials Offices
TD-6600.8000-760,State Insurance Commissioner Offices,TD-6600.8000,State Officials Offices
TD-6600.8000-780,State Land Commissioner Offices,TD-6600.8000,State Officials Offices
TD-6600.8000-800,State Legislature Offices,TD-6600.8000,State Officials Offices
TD-6600.8000-820,State Secretary of State Offices,TD-6600.8000,State Officials Offices
TD-6600.8000-840,State Superintendent of Public Instruction Offices,TD-6600.8000,State Officials Offices
TD-6600.8000-860,State Tax Commissioner Offices,TD-6600.8000,State Officials Offices
TD-6600.8000-880,State Treasurer Offices,TD-6600.8000,State Officials Offices
TE,Community Planning and Public Works,T,Organizational/Community/International Services
TE-1000,Building and Safety,TE,Community Planning and Public Works
TE-1000.0030,Abandoned Building Security,TE-1000,Building and Safety
TE-1000.0700,Building Code Enforcement/Appeals,TE-1000,Building and Safety
TE-1000.0700-050,Building Code Appeals,TE-1000.0700,Building Code Enforcement/Appeals
TE-1000.0700-120,Building Code Information,TE-1000.0700,Building Code Enforcement/Appeals
TE-1000.0700-140,Building Code Violations Consultation,TE-1000.0700,Building Code Enforcement/Appeals
TE-1000.0700-160,Building Code Violations Records,TE-1000.0700,Building Code Enforcement/Appeals
TE-1000.0700-180,Building Code Violations Reporting,TE-1000.0700,Building Code Enforcement/Appeals
TE-1000.0800,Building Condemnation/Demolition,TE-1000,Building and Safety
TE-1000.0900,Building Deconstruction Programs,TE-1000,Building and Safety
TE-1000.1000,Building Inspection,TE-1000,Building and Safety
TE-1000.1000-050,Abandoned Building Inspection,TE-1000.1000,Building Inspection
TE-1000.1000-100,Building Condition Evaluation,TE-1000.1000,Building Inspection
TE-1000.1000-150,Construction Inspection,TE-1000.1000,Building Inspection
TE-1000.1000-150.18,Electrical Inspection,TE-1000.1000-150,Construction Inspection
TE-1000.1000-150.25,General Construction Inspection,TE-1000.1000-150,Construction Inspection
TE-1000.1000-150.50,Mechanical Inspection,TE-1000.1000-150,Construction Inspection
TE-1000.1000-150.65,Plumbing Inspection,TE-1000.1000-150,Construction Inspection
TE-1000.1000-500,Manufactured/Mobile Home Park Inspection,TE-1000.1000,Building Inspection
TE-1000.1000-630,Occupancy Inspection,TE-1000.1000,Building Inspection
TE-1000.1100,Building Plan Check,TE-1000,Building and Safety
TE-1000.1500,Construction/Development Permits,TE-1000,Building and Safety
TE-1000.1500-100,Building Permits,TE-1000.1500,Construction/Development Permits
TE-1000.1500-130,Coastal Permits,TE-1000.1500,Construction/Development Permits
TE-1000.1500-150,Driveway/Sidewalk Permits,TE-1000.1500,Construction/Development Permits
TE-1000.1500-180,Electrical Permits,TE-1000.1500,Construction/Development Permits
TE-1000.1500-190,Elevator Permits,TE-1000.1500,Construction/Development Permits
TE-1000.1500-210,Excavation Permits,TE-1000.1500,Construction/Development Permits
TE-1000.1500-230,Fence Permits,TE-1000.1500,Construction/Development Permits
TE-1000.1500-250,Grading Permits,TE-1000.1500,Construction/Development Permits
TE-1000.1500-480,Manufactured/Mobile Home Park Building Permits,TE-1000.1500,Construction/Development Permits
TE-1000.1500-490,Manufactured/Mobile Home Placement Permits,TE-1000.1500,Construction/Development Permits
TE-1000.1500-500,Mechanical Permits,TE-1000.1500,Construction/Development Permits
TE-1000.1500-650,Plumbing Permits,TE-1000.1500,Construction/Development Permits
TE-1000.1500-740,Septic System Permits,TE-1000.1500,Construction/Development Permits
TE-1000.1500-740.80,Septic System Abandonment Permits,TE-1000.1500-740,Septic System Permits
TE-1000.1500-740.85,Septic System Installation Permits,TE-1000.1500-740,Septic System Permits
TE-1000.1500-745,Sewer Connection Permits,TE-1000.1500,Construction/Development Permits
TE-1000.1500-755,Site Alteration Permits,TE-1000.1500,Construction/Development Permits
TE-1000.1500-780,Swimming Pool Enclosure Permits,TE-1000.1500,Construction/Development Permits
TE-1000.1500-800,Swimming Pool Permits,TE-1000.1500,Construction/Development Permits
TE-1000.1500-950,Water Connection Permits,TE-1000.1500,Construction/Development Permits
TE-2000,Flood/Siltation Control,TE,Community Planning and Public Works
TE-2500,Graffiti Removal,TE,Community Planning and Public Works
TE-2500.1500,Commercial Graffiti Removal,TE-2500,Graffiti Removal
TE-2500.6500,Graffiti Removal Paint Banks,TE-2500,Graffiti Removal
TE-2500.7000,Residential Graffiti Removal,TE-2500,Graffiti Removal
TE-4510,Land Development Services,TE,Community Planning and Public Works
TE-4510.4500,Land Development Appeals/Hearings,TE-4510,Land Development Services
TE-4510.4550,Land Development Application Review/Approval,TE-4510,Land Development Services
TE-4510.4550-040,Annexations/Incorporations Approval,TE-4510.4550,Land Development Application Review/Approval
TE-4510.4550-170,Design Review/Approval,TE-4510.4550,Land Development Application Review/Approval
TE-4510.4550-180,Development Review Hearings,TE-4510.4550,Land Development Application Review/Approval
TE-4510.4550-190,Environmental Impact Report Review/Certification,TE-4510.4550,Land Development Application Review/Approval
TE-4510.4550-450,Lot Split Approvals,TE-4510.4550,Land Development Application Review/Approval
TE-4510.4550-650,Plan/Ordinance Compliance Review,TE-4510.4550,Land Development Application Review/Approval
TE-4510.4550-660,Proposed Zoning Review/Approval,TE-4510.4550,Land Development Application Review/Approval
TE-4510.4550-815,Site Plan Review/Approval,TE-4510.4550,Land Development Application Review/Approval
TE-4510.4550-820,Subdivision Assumption,TE-4510.4550,Land Development Application Review/Approval
TE-4510.4550-825,Subdivision Plat Review/Approval,TE-4510.4550,Land Development Application Review/Approval
TE-4510.4575,Land Development Information,TE-4510,Land Development Services
TE-4510.4600,Land Development Support Services,TE-4510,Land Development Services
TE-4510.4600-040,Architectural Design Services,TE-4510.4600,Land Development Support Services
TE-4510.4600-190,Environmental Impact Report Preparation,TE-4510.4600,Land Development Support Services
TE-4510.4600-250,Green Building Initiatives,TE-4510.4600,Land Development Support Services
TE-4510.4600-330,Interior Design Services,TE-4510.4600,Land Development Support Services
TE-4510.4600-450,Landscape Design Services,TE-4510.4600,Land Development Support Services
TE-4520,Land Use Planning and Regulation Bodies,TE,Community Planning and Public Works
TE-4520.1500,City/County Planning Offices,TE-4520,Land Use Planning and Regulation Bodies
TE-4520.1525,City/County Surveyor Services,TE-4520,Land Use Planning and Regulation Bodies
TE-4520.1800,Design Review Boards,TE-4520,Land Use Planning and Regulation Bodies
TE-4520.6500,Planning Commissions,TE-4520,Land Use Planning and Regulation Bodies
TE-4520.6500-450,Local Planning Commissions,TE-4520.6500,Planning Commissions
TE-4520.6500-700,Regional Planning Commissions,TE-4520.6500,Planning Commissions
TE-4520.6550,,TE-4520,Land Use Planning and Regulation Bodies
TE-4520.8000,State Land Use Planning Offices,TE-4520,Land Use Planning and Regulation Bodies
TE-4520.9800,Zoning Adjustment Boards,TE-4520,Land Use Planning and Regulation Bodies
TE-4525,Land Use Planning and Regulation Services,TE,Community Planning and Public Works
TE-4525.4500,Land Use Planning,TE-4525,Land Use Planning and Regulation Services
TE-4525.4500-450,Land Use Plan Approval,TE-4525.4500,Land Use Planning
TE-4525.4500-460,Land Use Plan Development/Amendment,TE-4525.4500,Land Use Planning
TE-4525.4500-460.25,General Plan Development/Amendment,TE-4525.4500-460,Land Use Plan Development/Amendment
TE-4525.4500-460.80,Specific/Area Plan Development/Amendment,TE-4525.4500-460,Land Use Plan Development/Amendment
TE-4525.4600,Land Use Regulation,TE-4525,Land Use Planning and Regulation Services
TE-4525.4600-180,Development Moratoriums,TE-4525.4600,Land Use Regulation
TE-4525.4600-600,Overlay Zones/Districts,TE-4525.4600,Land Use Regulation
TE-4525.4600-650,Planned Unit Development,TE-4525.4600,Land Use Regulation
TE-4525.4600-800,Subdivision Regulation,TE-4525.4600,Land Use Regulation
TE-4525.4600-850,Transfer of Development Rights,TE-4525.4600,Land Use Regulation
TE-4525.4600-980,Zoning,TE-4525.4600,Land Use Regulation
TE-4525.4600-980.75,Zoning Appeals/Hearings,TE-4525.4600-980,Zoning
TE-4525.4600-980.80,Zoning Change Requests,TE-4525.4600-980,Zoning
TE-4525.4600-980.85,Zoning Information,TE-4525.4600-980,Zoning
TE-4525.4600-980.90,Zoning Ordinance Development,TE-4525.4600-980,Zoning
TE-4525.4600-980.95,Zoning Violations Reporting,TE-4525.4600-980,Zoning
TE-6400,Port Facilities Development/Maintenance,TE,Community Planning and Public Works
TE-6450,Power Line/Pipeline Information,TE,Community Planning and Public Works
TE-6500,Public Parking,TE,Community Planning and Public Works
TE-6500.6400,Parking Facilities,TE-6500,Public Parking
TE-6500.6500,Parking Meter Cards/Keys,TE-6500,Public Parking
TE-6500.6600,Parking Meter Services,TE-6500,Public Parking
TE-6500.6650,Parking Regulations Development,TE-6500,Public Parking
TE-6500.6680,Parking Regulations Enforcement,TE-6500,Public Parking
TE-6500.6700,Parking Regulations Information,TE-6500,Public Parking
TE-6500.7000,Reserved Parking Signs,TE-6500,Public Parking
TE-7750,Snow/Ice Removal Ordinance Enforcement,TE,Community Planning and Public Works
TE-7900,Street Furniture,TE,Community Planning and Public Works
TE-7900.0700,Bicycle Lockers/Racks,TE-7900,Street Furniture
TE-7900.1000,Bus Stop Shelters,TE-7900,Street Furniture
TE-7900.1800,Emergency Telephones,TE-7900,Street Furniture
TE-7900.2000,Fire Hydrants,TE-7900,Street Furniture
TE-7900.3300,Information Kiosks,TE-7900,Street Furniture
TE-7900.5000,Mailboxes,TE-7900,Street Furniture
TE-7900.6100,News Racks,TE-7900,Street Furniture
TE-7900.6200,Noise Attenuation Barriers,TE-7900,Street Furniture
TE-7900.6600,Planters/Flower Boxes,TE-7900,Street Furniture
TE-7900.6700,Public Benches,TE-7900,Street Furniture
TE-7900.6730,Public Drinking Fountains,TE-7900,Street Furniture
TE-7900.6850,Public Trash Cans,TE-7900,Street Furniture
TE-7900.8300,Street Lights,TE-7900,Street Furniture
TE-7900.8400,Street Signs,TE-7900,Street Furniture
TE-7900.8560,Traffic Signals,TE-7900,Street Furniture
TE-7900.8580,Traffic Signs,TE-7900,Street Furniture
TE-8000,Street Maintenance,TE,Community Planning and Public Works
TE-8000.1800,Emergency Street Clearance,TE-8000,Street Maintenance
TE-8000.2900,Highway Incident Clearance/Management,TE-8000,Street Maintenance
TE-8000.3000,House Numbers,TE-8000,Street Maintenance
TE-8000.7000,Roadside Landscape Maintenance,TE-8000,Street Maintenance
TE-8000.7200,Roadside Rest Area Development/Maintenance,TE-8000,Street Maintenance
TE-8000.8000,Snow Clearance/Street Salting,TE-8000,Street Maintenance
TE-8000.8020,Snow Safety Supplies,TE-8000,Street Maintenance
TE-8000.8100,Street Cleaning,TE-8000,Street Maintenance
TE-8000.8200,Street Construction/Repair,TE-8000,Street Maintenance
TE-8000.8200-100,Bicycle Lane Development/Maintenance,TE-8000.8200,Street Construction/Repair
TE-8000.8200-150,Bridge/Tunnel Maintenance,TE-8000.8200,Street Construction/Repair
TE-8000.8200-200,Freeway Construction/Repair,TE-8000.8200,Street Construction/Repair
TE-8000.8200-600,Pedestrian Crossing Installation/Maintenance,TE-8000.8200,Street Construction/Repair
TE-8000.8200-650,Pothole/Road Repair,TE-8000.8200,Street Construction/Repair
TE-8000.8200-730,Road Shoulder Repair,TE-8000.8200,Street Construction/Repair
TE-8000.8200-750,Road Surface Marking Services,TE-8000.8200,Street Construction/Repair
TE-8000.8200-800,Sidewalk Repair,TE-8000.8200,Street Construction/Repair
TE-8000.8200-850,Street/Thoroughfare Resurfacing,TE-8000.8200,Street Construction/Repair
TE-8000.8230,Street Flooding/Drainage,TE-8000,Street Maintenance
TE-8200,Street Naming,TE,Community Planning and Public Works
TE-8440,Traffic Related Services,TE,Community Planning and Public Works
TE-8440.8450,Traffic Calming Programs,TE-8440,Traffic Related Services
TE-8440.8500,Traffic Control,TE-8440,Traffic Related Services
TE-8440.8500-050,Air Traffic Control,TE-8440.8500,Traffic Control
TE-8440.8500-700,Rail Traffic Control,TE-8440.8500,Traffic Control
TE-8440.8500-800,Street/Highway Traffic Control,TE-8440.8500,Traffic Control
TE-8440.8500-950,Water Traffic Control,TE-8440.8500,Traffic Control
TE-8440.8515,Traffic Count Data Collection/Reporting,TE-8440,Traffic Related Services
TE-8440.8550,Traffic Photo Enforcement Systems,TE-8440,Traffic Related Services
TE-8800,Utility Line Location Information/811 Services,TE,Community Planning and Public Works
TE-8915,Waste Management Information,TE,Community Planning and Public Works
