current_parent_categories,name,id,location_name,new_category,new_subcategory,clear_categories
,Self-Help Support Groups-Methadone Anonymous,144173,"Bon Secours, Adapt Cares",,,Clear
,Overdose Prevention,144175,"Bon Secours, Adapt Cares",,,Clear
,Smoking Cessation,144177,"Bon Secours, Adapt Cares",,,Clear
,Relapse Prevention,144176,"Bon Secours, Adapt Cares",,,Clear
,Case Management,144033,The Harry and Jeanette Housing and Resource Center,,,Clear
,LEAD,144105,Baltimore Crisis Response,,,Clear
,Co-Occurring Disorder,144187,"Bridging The Gap Services, LLC",,,Clear
,DUI/DWI Education,144188,"Bridging The Gap Services, LLC",,,Clear
,Methadone Maintenance,144193,"By Grace, Inc (counseling services)",,,Clear
,DWI/DUI Program,144194,"By Grace, Inc (counseling services)",,,Clear
,"Housing Choice Voucher Program, Baltimore City",140915,"Housing Choice Voucher Program, Baltimore City",,,Clear
,Latrobe Homes,143301,Latrobe Homes,,,Clear
,Point-of-Care Lead Testing,144197,"Baltimore City Health Department, Childhood Lead Poisoning Prevention and Environmental Case Management Program",,,Clear
,Lead Case Management,144198,"Baltimore City Health Department, Childhood Lead Poisoning Prevention and Environmental Case Management Program",,,Clear
,Intake Screening Assessment,144210,Hampden Health Solutions at the Rail,,,Clear
,Psychiatric Rehabilitation Program (PRP),144109,"BACHS Healthcare, LLC - Baltimore",,,Clear
,TB & Pregnancy tests,144213,Hampden Health Solutions at the Rail,,,Clear
,Individual and Group Counseling,144208,Hampden Health Solutions at the Rail,,,Clear
,Methadone Administration,144209,Hampden Health Solutions at the Rail,,,Clear
,Housing Partnership Workshop and Counceling Services,144214,"Harbel Community Organization, Inc.",,,Clear
,Urinalysis,144211,Hampden Health Solutions at the Rail,,,Clear
,Annual Physicals,144212,Hampden Health Solutions at the Rail,,,Clear
,Transportation,144444,"Family Health Centers of Baltimore, Brooklyn",,,Clear
,Transportation,144443,"Family Health Centers of Baltimore, Cherry Hill Center",,,Clear
,Drug and Alcohol Addiction,144230,Penn-North Recovery Center,,,Clear
,Giovanni's Room Open Mic,144569,The Pride Center of Maryland,,,Clear
,Educational Services,144223,Marian House (substance treatment center),,,Clear
,Employment Assistance and Placement,144224,Marian House (substance treatment center),,,Clear
,Community,144226,Marian House (substance treatment center),,,Clear
,Employment Assistance,144227,Penn-North Recovery Center,,,Clear
,Acudetox,144229,Penn-North Recovery Center,,,Clear
,Addiction Treatment Services,144221,Marian House (substance treatment center),,,Clear
,Family Reunification,144222,Marian House (substance treatment center),,,Clear
,Life skills,144225,Marian House (substance treatment center),,,Clear
,Wellness & Community Services,144228,Penn-North Recovery Center,,,Clear
,Recovery Support Services,144241,"MISHA House, LLC",,,Clear
,Baltimore Recovery Corps,144231,Penn-North Recovery Center,,,Clear
,Living In Balance,144235,"MISHA House, LLC",,,Clear
,Cognitive Behavioral Therapy,144238,"MISHA House, LLC",,,Clear
,Mindfulness Practices,144239,"MISHA House, LLC",,,Clear
,24 Hour Staff Availability,144240,"MISHA House, LLC",,,Clear
,Community Referrals,144242,"MISHA House, LLC",,,Clear
,Recovery Plan Management,144243,"MISHA House, LLC",,,Clear
,Emotion Regulation,144237,"MISHA House, LLC",,,Clear
,12 Step Self-Help Meetings,144244,"MISHA House, LLC",,,Clear
,Off-Site Substance Abuse Assessment & Treatment Programs,144252,"Mosaic Community Services, Baltimore City",,,Clear
,Assertive Community Treatment (ACT),144253,"Mosaic Community Services, Baltimore City",,,Clear
,Rehabilitation Groups,144260,"Mountain Manor Treatment Center, West Baltimore",,,Clear
,Alcohol and Drug Addiction Treatment,144259,"Mountain Manor Treatment Center, West Baltimore",,,Clear
,Specialized Young Adult and Adult Treatment,144261,"Mountain Manor Treatment Center, West Baltimore",,,Clear
,DUI/DWI Services,144264,"Mountain Manor Treatment Center, Highlandtown",,,Clear
,Substance Abuse Assessment,144265,"Mountain Manor Treatment Center, Highlandtown",,,Clear
,Community Outreach,144269,"Native American Lifelines, Inc.",,,Clear
,Christmas Sponsorship Program,144283,"Native American Lifelines, Inc.",,,Clear
,Prison Outreach Programming,144274,"Native American Lifelines, Inc.",,,Clear
,Cultural Activities,144268,"Native American Lifelines, Inc.",,,Clear
,Resources and Referrals,144293,New Vision House of Hope,,,Clear
,Comprehensive Case Management,144267,"Native American Lifelines, Inc.",,,Clear
,Summer Food Service Program,144284,"Native American Lifelines, Inc.",,,Clear
,Suicide Prevention,144277,"Native American Lifelines, Inc.",,,Clear
,Youth Programs,144281,"Native American Lifelines, Inc.",,,Clear
,Tobacco Education,144278,"Native American Lifelines, Inc.",,,Clear
,Healthy Native Parenting,144272,"Native American Lifelines, Inc.",,,Clear
,Trauma Specific Interventions,144280,"Native American Lifelines, Inc.",,,Clear
,Substance Abuse Prevention,144275,"Native American Lifelines, Inc.",,,Clear
,Breast exams for ages 20+,144496,Family planning and reproductive health services (eastern location),,,Clear
,Youth and Families Culture Class,144285,"Native American Lifelines, Inc.",,,Clear
,Westside Emergency Shelter,144012,Westside Emergency Shelter,,,Clear
,Individual Counseling,144289,New Vision House of Hope,,,Clear
,Referrals,144296,Northern Parkway Treatment Services,,,Clear
,Psychosocial Assessment,144299,Northern Parkway Treatment Services,,,Clear
,Transitional/Recovery Housing Program,144301,One Promise Counseling & Education,,,Clear
,Group Counseling,144290,New Vision House of Hope,,,Clear
,Alcohol and Drug Education,144298,Northern Parkway Treatment Services,,,Clear
,Group Therapy,144303,"Organization of Hope, Inc.",,,Clear
,DUI Assessment and Training,144305,"Organization of Hope, Inc.",,,Clear
,24-hours Crises Coverage,144311,"Organization of Hope, Inc.",,,Clear
,Case Management,144295,Northern Parkway Treatment Services,,,Clear
,"Physical Examination, Medical Consultation, and Medication Management",144300,Northern Parkway Treatment Services,,,Clear
,Family Therapy,144302,"Organization of Hope, Inc.",,,Clear
,Individual Sessions,144304,"Organization of Hope, Inc.",,,Clear
,Community Based Support and Interpersonal Process Groups,144307,"Organization of Hope, Inc.",,,Clear
,Alcohol and Drug Monitoring,144309,"Organization of Hope, Inc.",Substance Use,Treatment Centers,
,Spiritual Meetings,144321,Port Recovery,,,Clear
,Weekly Community Meeting,144322,Port Recovery,,,Clear
,Case Management,144312,"Organization of Hope, Inc.",,,Clear
,DUI/DWI Program,144324,Port Recovery,,,Clear
,On-Site Weekly 12-Step Meeting,144320,Port Recovery,,,Clear
,Convalescent Care,140253,"Health Care for the Homeless, Inc., Baltimore City",,,Clear
,Psychiatric Care,144331,"Health Care for the Homeless, Inc., Baltimore City",,,Clear
,Behavioral Health and Addiction Services,144332,"Health Care for the Homeless, Inc., Baltimore City",,,Clear
,"Help Securing ID, Referrals, and Transportation to Appointments",144333,"Health Care for the Homeless, Inc., Baltimore City",,,Clear
,Public Benefits Assistance,144337,"Health Care for the Homeless, Inc., Baltimore City",,,Clear
,Psychiatric Rehabilitation Program (PRP),144339,"Healthy Lives, LLC",,,Clear
,DOT Drug Abuse,144342,"Healthy Lives, LLC",,,Clear
,Aftercare Services,144353,House of Change Behavioral Health,,,Clear
,Pregnancy testing and results,144495,Family planning and reproductive health services (eastern location),,,Clear
,Counseling,144576,"Alternatives to Dependency, Essex",,,Clear
,Assertive Community Treatment (ACT),144371,Johns Hopkins Bayview Medical Center - Community Psychiatry Program,,,Clear
,DUI/DWI Education Classes,144233,"MISHA House, LLC",,,Clear
,Relapse Prevention,144236,"MISHA House, LLC",,,Clear
,Hispanic Clinic,144372,Johns Hopkins Bayview Medical Center - Community Psychiatry Program,,,Clear
,Supporting Male Survivors of Violence,144057,Baltimore City Health Department Office of Youth & Trauma Services,,,Clear
,Intensive Outpatient Treatment,144017,"Institute for Behavior Resources, Inc. Reach Health Services",,,Clear
,Methadone Treatment,144022,MedMark Treatment Centers Essex,,,Clear
,Youth Service and Advocacy Project,144058,Baltimore City Health Department Office of Youth & Trauma Services,,,Clear
,Mental Health Service - Individual Therapy,144115,Behavioral Health Clinic - Downtown,,,Clear
,Buprenorphine Treatment,144026,MedMark Treatment Centers Baltimore Downtown,,,Clear
,"Federal Bureau of Investigation, Baltimore Field Office",140882,"Federal Bureau of Investigation, Baltimore Field Office",,,Clear
,Long Term Support Services,144373,Long Term Support Services,,,Clear
,Crisis and Behavioral Health Information,144377,HealthCare Access Maryland Crisis Information and Referral Services,,,Clear
,"Baltimore City Health Dept., Prescription Discount Program",143744,"Baltimore City Health Department, Administration",,,Clear
,Mobile Crisis Team,144103,Baltimore Crisis Response,,,Clear
,Residential Treatment,144104,Baltimore Crisis Response,,,Clear
,Healing Arts,144411,Joy Wellness Center,,,Clear
,Movement Education,144410,Joy Wellness Center,,,Clear
,Stress Reduction,144412,Joy Wellness Center,,,Clear
,Intensive Outpatient Program,144018,Central Baltimore,,,Clear
,"Catholic Charities, Project Serve",143196,"Catholic Charities, Project Serve",,,Clear
,T.I.K.E Clinic,144414,Immunization Program,,,Clear
,Suboxone Treatment,144095,Pine Heights Treatment Center,,,Clear
,Subutex Treatment,144096,Pine Heights Treatment Center,,,Clear
,Therapeutic Treatments,144098,Pine Heights Treatment Center,,,Clear
,Dual Diagnosis Treatment,144101,Audacity of Hope Behavioral Health,,,Clear
,Baltimore's Immunization Registry Project,144415,Immunization Program,,,Clear
,Addiction Outpatient Treatment,144097,Pine Heights Treatment Center,,,Clear
,Therapeutic Interventions,144099,Pine Heights Treatment Center,,,Clear
,Court Approved DWI/DUI Program,144102,Audacity of Hope Behavioral Health,,,Clear
,Case Management,144106,Baltimore Crisis Response,,,Clear
,Community Outreach,144108,Baltimore Crisis Response,,,Clear
,Housing & Transportation,144120,Behavioral Health Clinic - Midtown,,,Clear
,Community Education and Outreach,144416,Immunization Program,,,Clear
,Mental Health Service - Group Therapy,144116,Behavioral Health Clinic - Downtown,,,Clear
,Mental Health Service - Group Therapy,144121,Behavioral Health Clinic - Midtown,,,Clear
,Mental Health Service - Individual Therapy,144122,Behavioral Health Clinic - Midtown,,,Clear
,Addiction Recovery,144123,Behavioral Health Clinic - Midtown,,,Clear
,Training Services,144671,American Red Cross,,,Clear
,Chesapeake Connections,144254,"Mosaic Community Services, Baltimore City",,,Clear
,Residential Crisis Program,144249,"Mosaic Community Services, Baltimore City",,,Clear
